time,open,high,low,close,volume
2021-07-02 19:45:00,114.83,114.85,114.83,114.85,835
2021-07-02 18:15:00,114.65,114.65,114.65,114.65,300
2021-07-02 17:00:00,114.7,114.7,114.58,114.58,2930
2021-07-02 16:15:00,114.97,114.97,114.77,114.78,208829
2021-07-02 16:00:00,115.115,115.3,114.94,114.97,563553
2021-07-02 15:45:00,115.16,115.2,115.08,115.12,191432
2021-07-02 15:30:00,115.09,115.17,115.03,115.16,84384
2021-07-02 15:15:00,115.06,115.13,114.95,115.09,83392
2021-07-02 15:00:00,115.0999,115.13,115.05,115.065,57111
2021-07-02 14:45:00,115.07,115.17,115.02,115.09,75805
2021-07-02 14:30:00,114.96,115.06,114.92,115.06,51198
2021-07-02 14:15:00,114.965,114.98,114.93,114.955,48271
2021-07-02 14:00:00,115.0,115.0,114.94,114.97,47856
2021-07-02 13:45:00,114.97,115.024,114.94,115.0,60604
2021-07-02 13:30:00,114.94,115.03,114.89,114.9727,69041
2021-07-02 13:15:00,115.04,115.07,114.91,114.935,59241
2021-07-02 13:00:00,115.08,115.12,115.01,115.04,86421
2021-07-02 12:45:00,115.03,115.1,114.96,115.085,75945
2021-07-02 12:30:00,114.8899,115.04,114.865,115.025,67365
2021-07-02 12:15:00,115.03,115.05,114.84,114.875,92246
2021-07-02 12:00:00,115.14,115.24,115.02,115.027,122259
2021-07-02 11:45:00,114.933,115.1482,114.92,115.14,184096
2021-07-02 11:30:00,114.78,114.95,114.72,114.9244,106127
2021-07-02 11:15:00,114.715,114.83,114.59,114.79,94785
2021-07-02 11:00:00,114.8,114.81,114.64,114.706,115996
2021-07-02 10:45:00,114.56,114.819,114.5,114.819,126634
2021-07-02 10:30:00,114.48,114.61,114.42,114.55,124436
2021-07-02 10:15:00,114.3,114.55,114.28,114.47,194152
2021-07-02 10:00:00,114.11,114.55,114.02,114.3,230497
2021-07-02 09:45:00,113.97,114.19,113.71,114.1,482116
2021-07-02 09:30:00,113.89,114.0,113.89,113.99,3071
2021-07-02 09:15:00,113.68,113.68,113.68,113.68,168
2021-07-02 09:00:00,113.72,113.72,113.7,113.7,543
2021-07-02 08:45:00,113.4,113.41,113.4,113.41,1902
2021-07-02 07:30:00,113.38,113.38,113.38,113.38,175
2021-07-02 07:15:00,113.38,113.38,113.38,113.38,116
2021-07-02 05:00:00,113.21,113.21,113.21,113.21,197
2021-07-02 04:15:00,113.4,113.4,113.4,113.4,267
2021-07-01 18:15:00,113.3,113.34,113.3,113.34,341
2021-07-01 18:00:00,113.4,113.4,113.4,113.4,501
2021-07-01 17:45:00,113.23,113.26,113.23,113.26,329
2021-07-01 17:30:00,113.32,113.32,113.32,113.32,104
2021-07-01 17:15:00,113.23,113.23,113.23,113.23,102
2021-07-01 16:45:00,113.11,113.11,112.24,112.24,1743
2021-07-01 16:30:00,113.34,113.34,113.34,113.34,183
2021-07-01 16:15:00,113.41,113.48,113.41,113.41,117500
2021-07-01 16:00:00,113.37,113.48,113.335,113.4,626576
2021-07-01 15:45:00,113.41,113.46,113.32,113.38,487289
2021-07-01 15:30:00,113.49,113.49,113.37,113.4,123517
2021-07-01 15:15:00,113.42,113.49,113.22,113.485,177664
2021-07-01 15:00:00,113.415,113.47,113.34,113.43,114248
2021-07-01 14:45:00,113.14,113.42,113.125,113.41,98093
2021-07-01 14:30:00,113.035,113.15,112.995,113.125,87830
2021-07-01 14:15:00,112.99,113.045,112.94,113.03,67966
2021-07-01 14:00:00,113.02,113.04,112.955,112.995,73885
2021-07-01 13:45:00,112.89,113.07,112.8422,113.015,97336
2021-07-01 13:30:00,112.94,112.95,112.855,112.895,69463
2021-07-01 13:15:00,112.82,112.94,112.8,112.93,66030
2021-07-01 13:00:00,112.82,112.85,112.74,112.815,70033
2021-07-01 12:45:00,112.85,112.92,112.805,112.82,67534
2021-07-01 12:30:00,112.93,112.95,112.83,112.85,64549
2021-07-01 12:15:00,112.92,112.97,112.865,112.92,85149
2021-07-01 12:00:00,112.735,112.92,112.705,112.92,66638
2021-07-01 11:45:00,112.78,112.8402,112.7,112.745,194804
2021-07-01 11:30:00,112.795,112.83,112.64,112.79,157785
2021-07-01 11:15:00,112.82,112.94,112.77,112.78,144199
2021-07-01 11:00:00,112.77,112.92,112.735,112.81,133513
2021-07-01 10:45:00,113.0501,113.09,112.773,112.7771,135828
2021-07-01 10:30:00,112.7,113.06,112.665,113.06,235429
2021-07-01 10:15:00,112.58,112.69,112.51,112.69,125809
2021-07-01 10:00:00,112.52,112.673,112.42,112.59,214856
2021-07-01 09:45:00,111.95,112.77,111.81,112.51,389051
2021-07-01 09:30:00,111.93,111.97,111.93,111.97,1661
2021-07-01 09:15:00,111.945,111.945,111.945,111.945,257
2021-07-01 09:00:00,111.92,111.95,111.92,111.95,517
2021-07-01 08:45:00,112.0,112.0,112.0,112.0,101
2021-07-01 08:15:00,112.0,112.0,112.0,112.0,123
2021-07-01 07:30:00,111.95,111.95,111.95,111.95,103
2021-07-01 07:15:00,111.85,111.85,111.85,111.85,383
2021-07-01 04:15:00,111.9,111.9,111.9,111.9,510
2021-06-30 19:00:00,111.9,111.9,111.85,111.9,634
2021-06-30 16:45:00,111.81,111.82,111.81,111.82,203
2021-06-30 16:30:00,111.97,111.97,111.97,111.97,160
2021-06-30 16:15:00,111.81,111.81,111.81,111.81,284105
2021-06-30 16:00:00,111.83,111.98,111.69,111.8,727681
2021-06-30 15:45:00,111.88,111.92,111.775,111.8254,221404
2021-06-30 15:30:00,111.75,111.91,111.73,111.875,120709
2021-06-30 15:15:00,111.695,111.83,111.685,111.76,110233
2021-06-30 15:00:00,111.6757,111.74,111.645,111.69,76436
2021-06-30 14:45:00,111.685,111.69,111.55,111.68,109980
2021-06-30 14:30:00,111.45,111.7,111.435,111.685,167470
2021-06-30 14:15:00,111.465,111.5,111.415,111.46,157125
2021-06-30 14:00:00,111.43,111.47,111.375,111.465,83575
2021-06-30 13:45:00,111.38,111.46,111.375,111.44,153023
2021-06-30 13:30:00,111.3555,111.42,111.28,111.39,165375
2021-06-30 13:15:00,111.29,111.39,111.28,111.355,145395
2021-06-30 13:00:00,111.37,111.42,111.27,111.3,146961
2021-06-30 12:45:00,111.42,111.48,111.29,111.375,240242
2021-06-30 12:30:00,111.525,111.62,111.41,111.4184,111959
2021-06-30 12:15:00,111.58,111.6,111.5,111.525,95868
2021-06-30 12:00:00,111.62,111.63,111.56,111.58,75027
2021-06-30 11:45:00,111.58,111.68,111.56,111.6,115043
2021-06-30 11:30:00,111.625,111.66,111.53,111.58,120359
2021-06-30 11:15:00,111.835,111.85,111.6,111.62,172222
2021-06-30 11:00:00,111.705,111.87,111.675,111.83,152711
2021-06-30 10:45:00,111.57,111.74,111.55,111.715,161847
2021-06-30 10:30:00,111.62,111.7,111.51,111.54,203978
2021-06-30 10:15:00,111.64,111.72,111.5,111.6158,239697
2021-06-30 10:00:00,111.94,111.9495,111.5673,111.64,197723
2021-06-30 09:45:00,112.34,112.59,111.81,111.96,262575
