dd_max;dd_maxlength;final_value;roi_monthly_average;roi_monthly_max;roi_monthly_min;sharpe;strategy;ticker;timeframe;total_return
17.92098973757973;2109.0;128066.22139760402;;;;0.22948163490734025;BuyAndHold_1;WMT;1H;28.06622139760402
17.92627175912278;7350.0;117205.681750595;;;;0.262278286044189;BuyAndHold_1;WMT;15m;17.205681750595
0.0;0.0;100000.0;;;;;BuyAndHold_1;WMT;5m;0.0
0.0;0.0;100000.0;0.0;0.0;0.0;;BuyAndHold_1;NKE;1D;0.0
41.076771584069164;1543.0;179805.3994175104;;;;0.35831519477232693;BuyAndHold_1;NKE;1H;79.8053994175104
13.79630367077532;2109.0;123242.87293405003;;;;0.37212008993250373;BuyAndHold_1;NKE;15m;23.24287293405003
14.16670519089334;7236.0;109934.107041536;;;;0.2691587447177687;BuyAndHold_1;NKE;5m;9.934107041536002
0.0;0.0;100000.0;0.0;0.0;0.0;;BuyAndHold_1;SBUX;1D;0.0
48.525504785122614;2833.0;129260.51395309;;;;0.20261954049304853;BuyAndHold_1;SBUX;1H;29.26051395309
8.011806970522112;2158.0;153348.7114399132;;;;0.7775220652801835;BuyAndHold_1;SBUX;15m;53.348711439913195
60.45870170469415;566.0;1567600.81;5.096539624167961;55.39624764098794;-25.179251965806433;0.34558153133283004;BuyAndHold_1;TSLA;1D;1467.60081
62.168857280908405;1738.0;1328815.888;;;;0.6126490707055763;BuyAndHold_1;TSLA;1H;1228.8158879999999
41.66784055862649;7063.0;212176.696;;;;0.31928209416870124;BuyAndHold_1;TSLA;15m;112.17669599999999
38.95551568246451;20300.0;88093.30000000002;;;;-0.18416822215552878;BuyAndHold_1;TSLA;5m;-11.906699999999981
0.0;0.0;100000.0;0.0;0.0;0.0;;BuyAndHold_1;GME;1D;0.0
91.66594762084576;2130.0;4682406.2649;;;;0.24291602694292266;BuyAndHold_1;GME;1H;4582.4062649
0.0;0.0;100000.0;;;;;BuyAndHold_1;GME;15m;0.0
0.0;0.0;100000.0;;;;;BuyAndHold_1;GME;5m;0.0
90.53243539890371;1094.0;210088.5666012544;1.3747388917405698;162.46086135456702;-59.37459068727655;0.15604169033852586;BuyAndHold_1;AMC;1D;110.0885666012544
83.18819434987354;4630.0;607810.4364042429;;;;0.27263599714424325;BuyAndHold_1;AMC;1H;507.81043640424286
74.95418775879871;5751.0;1144607.13;;;;0.40405642091778377;BuyAndHold_1;AMC;15m;1044.6071299999999
75.96409635505604;16019.0;2554020.9999999995;;;;0.6058638971984657;BuyAndHold_1;AMC;5m;2454.0209999999993
0.0;0.0;100000.0;0.0;0.0;0.0;;BuyAndHold_1;C;1D;0.0
59.8019467625197;5200.0;104350.2951126556;;;;0.07576837849291584;BuyAndHold_1;C;1H;4.3502951126555995
26.17270295758544;4118.0;132776.25267253676;;;;0.22894591709335846;BuyAndHold_1;C;15m;32.776252672536764
16.669415865825933;4647.0;106064.44594050189;;;;0.12787381292013117;BuyAndHold_1;C;5m;6.064445940501885
36.33442076625502;133.0;305313.0533114905;2.066976793567703;14.776127281942628;-12.37460942559835;0.3722932478027071;BuyAndHold_1;V;1D;205.31305331149053
36.65791576090804;1991.0;133228.94139439595;;;;0.18460936935867583;BuyAndHold_1;V;1H;33.228941394395946
17.899082162886756;3791.0;124338.41649493002;;;;0.24073911106629559;BuyAndHold_1;V;15m;24.33841649493002
10.53066114831581;3730.0;112526.86029744401;;;;0.29223758246780074;BuyAndHold_1;V;5m;12.526860297444015
0.0;0.0;100000.0;0.0;0.0;0.0;;BuyAndHold_1;JPM;1D;0.0
43.62420904801554;3843.0;141749.207037721;;;;0.20545049385941722;BuyAndHold_1;JPM;1H;41.74920703772101
13.956266559063845;3410.0;164897.1763872159;;;;0.5976043735372918;BuyAndHold_1;JPM;15m;64.89717638721591
0.0;0.0;100000.0;;;;;BuyAndHold_1;JPM;5m;0.0
0.0;0.0;100000.0;0.0;0.0;0.0;;BuyAndHold_1;AMZN;1D;0.0
25.136614239049543;2440.0;170486.01;;;;0.3252626748370726;BuyAndHold_1;AMZN;1H;70.48601000000001
18.263306598614655;8411.0;108641.5;;;;0.12445885781068979;BuyAndHold_1;AMZN;15m;Aug.15
16.238607075804183;7112.0;110963.46;;;;0.2751865842353553;BuyAndHold_1;AMZN;5m;10.963460000000007
0.0;0.0;100000.0;0.0;0.0;0.0;;BuyAndHold_1;PG;1D;0.0
24.28370041410047;1938.0;121530.82732352201;;;;0.18983938252570526;BuyAndHold_1;PG;1H;21.530827323522008
17.468787692876536;6156.0;113027.248481986;;;;0.22935486844539615;BuyAndHold_1;PG;15m;13.027248481985996
12.066692467825229;6621.0;100540.52767242401;;;;0.021645924341746108;BuyAndHold_1;PG;5m;0.5405276724240102
0.0;0.0;100000.0;0.0;0.0;0.0;;BuyAndHold_1;LUV;1D;0.0
61.07222015715614;3746.0;101505.0939424559;;;;0.05515985361092069;BuyAndHold_1;LUV;1H;1.5050939424559038
21.022509266486985;2906.0;152835.4;;;;0.3211254765215767;BuyAndHold_1;LUV;15m;52.83539999999999
21.084684370315955;7172.0;109755.40000000001;;;;0.15372487972515195;BuyAndHold_1;LUV;5m;9.755400000000009
