date,order,price,cost,commission,gross,net,comission
2020-01-28,BUY,165.39999,95002.86616886845,,,,0.0
2020-02-11,SELL,184.75999,95002.86616886845,,,,0.0
2020-02-11,CLOSE,,,,11120.045950603091,11120.045950603091,
2020-02-13,BUY,185.32001,105561.08735038684,,,,0.0
2020-02-13,SELL,183.17,105561.08735038684,,,,0.0
2020-02-13,CLOSE,,,,-1224.6782925071402,-1224.6782925071402,
2020-02-18,BUY,185.66,104589.31747703756,,,,0.0
2020-02-20,SELL,183.67,104589.31747703756,,,,0.0
2020-02-20,CLOSE,,,,-1121.042452759376,-1121.042452759376,
2020-03-02,BUY,164.78,103335.60894506973,,,,0.0
2020-03-03,SELL,164.87,103335.60894506973,,,,0.0
2020-03-03,CLOSE,,,,56.44013111455655,56.44013111455655,
2020-03-04,BUY,168.55,103407.63246253201,,,,0.0
2020-03-05,SELL,166.895,103407.63246253201,,,,0.0
2020-03-05,CLOSE,,,,-1015.3641751734832,-1015.3641751734832,
2020-03-10,BUY,157.765,102421.38509221344,,,,0.0
2020-03-11,SELL,154.22,102421.38509221344,,,,0.0
2020-03-11,CLOSE,,,,-2301.4217992070194,-2301.4217992070194,
2020-03-16,BUY,140.82001,88860.90499749576,,,,0.0
2020-03-16,SELL,143.69,88860.90499749576,,,,0.0
2020-03-16,CLOSE,,,,1811.0345875828511,1811.0345875828511,
2020-03-16,BUY,147.995,101989.77470432592,,,,0.0
2020-03-16,SELL,144.28,101989.77470432592,,,,0.0
2020-03-16,CLOSE,,,,-2560.1676612491715,-2560.1676612491715,
2020-03-17,BUY,145.94,99557.6432556624,,,,0.0
2020-03-18,SELL,141.67999,99557.6432556624,,,,0.0
2020-03-18,CLOSE,,,,-2906.1022053279007,-2906.1022053279007,
2020-03-19,BUY,143.02,96765.8068789226,,,,0.0
2020-03-20,SELL,142.75,96765.8068789226,,,,0.0
2020-03-20,CLOSE,,,,-182.67912080345468,-182.67912080345468,
2020-03-24,BUY,143.87,96595.61204504209,,,,0.0
2020-04-01,SELL,155.0,96595.61204504209,,,,0.0
2020-04-01,CLOSE,,,,7472.78210927447,7472.78210927447,
2020-04-03,BUY,155.47,103691.40471797006,,,,0.0
2020-04-03,SELL,152.85429,103691.40471797006,,,,0.0
2020-04-03,CLOSE,,,,-1744.559363445309,-1744.559363445309,
2020-04-06,BUY,160.39,102059.51979814266,,,,0.0
2020-04-09,SELL,164.49001,102059.51979814266,,,,0.0
2020-04-09,CLOSE,,,,2608.9223253792975,2608.9223253792975,
2020-04-09,BUY,165.12,104509.38488231356,,,,0.0
2020-04-13,SELL,163.58501,104509.38488231356,,,,0.0
