2019-07-08 05:00:00,49.864548959,49.8989044554,49.7393967938,49.7688443621,15772
2019-07-08 06:00:00,49.7246730097,49.7246730097,49.2412420971,49.2535119172,63820
2019-07-08 07:00:00,49.2608738092,49.3173149818,49.2019786727,49.2510579531,54864
2019-07-08 08:00:00,49.2755975934,49.4252893988,49.238788133,49.3516704781,235348
2019-07-08 09:00:00,49.3254621423,49.447375075,49.2412420971,49.3492165141,660632
2019-07-08 10:00:00,49.3492165141,49.4228354348,48.6891001917,48.7970746088,24419220
2019-07-08 11:00:00,48.7983015908,49.0473789392,48.7676270405,48.8952331697,18418376
2019-07-08 12:00:00,48.8952331697,49.1234518239,48.8878712777,49.0613665341,12602156
2019-07-08 13:00:00,49.0596487593,49.1013661477,48.9982996587,49.0768265075,6665300
2019-07-08 14:00:00,49.0768265075,49.1013661477,48.9663981264,48.9909377666,5782768
2019-07-08 15:00:00,48.9933917307,49.0866423636,48.9075029898,49.0747897173,8059124
2019-07-08 16:00:00,49.0768265075,49.1209978599,49.0130234429,49.0817344355,13647956
2019-07-08 17:00:00,49.0841883995,49.0841883995,49.0056615508,49.0792804715,3813892
2019-07-08 18:00:00,49.0719185794,49.0964582197,49.0375630831,49.0838693842,593120
2019-07-08 19:00:00,49.0621027233,49.1160899319,49.0621027233,49.0890963276,65252
2019-07-08 20:00:00,49.1111820038,49.2019786727,49.1038201117,49.1578073203,135040
2019-07-09 05:00:00,48.4903291058,48.6866462277,48.4903291058,48.6007574869,71768
2019-07-09 06:00:00,48.6424748753,48.9320426301,48.6424748753,48.9320426301,67156
2019-07-09 07:00:00,48.91977281,48.9344965941,48.8461538893,48.8780554216,70268
2019-07-09 08:00:00,48.8952331697,49.1798929965,48.8461538893,49.1528993922,211276
2019-07-09 09:00:00,48.8461538893,49.2068866007,48.8461538893,49.0792804715,440428
2019-07-09 10:00:00,49.0547653709,49.1672305421,48.7872587527,49.1405559532,16624068
2019-07-09 11:00:00,49.1430835361,49.2657817373,49.0657836694,49.0940042556,13321308
2019-07-09 12:00:00,49.0940042556,49.2829594855,49.0277717666,49.2706651257,9390500
2019-07-09 13:00:00,49.2706896653,49.3835720104,49.236334169,49.3108610564,8193700
2019-07-09 14:00:00,49.3120389591,49.4179275068,49.2640885021,49.4175594121,5101948
2019-07-09 15:00:00,49.4167005247,49.443694129,49.3271308379,49.3467625501,6007544
2019-07-09 16:00:00,49.344308586,49.4498290391,49.231426241,49.3786640824,13174424
2019-07-09 17:00:00,49.3835720104,49.4056576866,49.339400658,49.3835720104,3339284
2019-07-09 18:00:00,49.3860259744,49.3933878665,49.3688482263,49.3884799385,816416
2019-07-09 19:00:00,49.3860259744,49.4105656147,49.3590323702,49.3590323702,15732
2019-07-09 20:00:00,49.3590323702,49.3737561543,49.2780515574,49.2927753415,53668
2019-07-10 05:00:00,49.2216103849,49.2216103849,49.2019786727,49.2019786727,1516
2019-07-10 06:00:00,49.2608738092,49.4007497586,49.2608738092,49.2608738092,32472
2019-07-10 07:00:00,49.2044326367,49.2216103849,49.1602612843,49.1798929965,2360
2019-07-10 08:00:00,49.2436960611,49.2952293056,49.1406295721,49.2289722769,66864
2019-07-10 09:00:00,49.2682357013,49.6436921969,49.1700771404,49.568110105,643280
2019-07-10 10:00:00,49.5578034561,49.9946090523,49.4620988592,49.9362047085,13918700
2019-07-10 11:00:00,49.9381678797,49.960253556,49.6976794054,49.7124031896,12337320
2019-07-10 12:00:00,49.7111762076,49.9111251962,49.6117906646,49.8890885993,8659640
2019-07-10 13:00:00,49.8939965273,49.9332599517,49.7811141822,49.862094995,5573024
2019-07-10 14:00:00,49.863321977,49.9577995919,49.8375553548,49.8989044554,4830672
2019-07-10 15:00:00,49.9038123834,49.9577995919,49.7443047219,49.8670029231,6531836
2019-07-10 16:00:00,49.8694568871,49.9504376999,49.8154696786,49.8670029231,11465140
2019-07-10 17:00:00,49.8719108511,49.8890885993,49.864548959,49.8890885993,2295252
2019-07-10 18:00:00,49.8841806712,49.8890885993,49.8694568871,49.8694568871,29116
2019-07-10 19:00:00,49.9062663474,49.9136282395,49.8719108511,49.9136282395,37112
2019-07-10 20:00:00,49.9013584194,49.9185361676,49.8915425633,49.8915425633,12392
2019-07-11 05:00:00,49.965161484,50.0216026566,49.965161484,49.9872471602,6836
2019-07-11 06:00:00,49.9995169803,50.0927676132,49.9995169803,50.0927676132,7324
2019-07-11 07:00:00,50.0878596852,50.1099453614,49.9725233761,50.0584121169,22388
2019-07-11 08:00:00,50.0535041889,50.1074913974,49.9136282395,49.9970630163,205796
2019-07-11 09:00:00,50.0584121169,50.1025834693,49.96270752,50.0485962608,313368
2019-07-11 10:00:00,50.0265105846,50.1565706778,49.8402056359,50.0559581529,11576832
2019-07-11 11:00:00,50.0535041889,50.0927676132,49.8964504913,50.0510502248,11967368
2019-07-11 12:00:00,50.051172923,50.1467548218,50.0338724767,50.0927676132,8249104
2019-07-11 13:00:00,50.0952215773,50.1180679823,49.9823392322,49.9970630163,6004504
2019-07-11 14:00:00,49.9995169803,50.0044249084,49.6952254414,49.759028506,8170264
2019-07-11 15:00:00,49.7614824701,49.7737522902,49.6093367006,49.7001333695,6574964
2019-07-11 16:00:00,49.7001333695,49.7712983261,49.4989083195,49.5062702116,12702036
2019-07-11 17:00:00,49.5087241756,50.1010620116,49.4670067872,49.4841845354,2166756
2019-07-11 18:00:00,49.4841845354,49.5087241756,49.4522830031,49.4719147153,52608
2019-07-11 19:00:00,49.4596448952,49.4940003915,49.4596448952,49.4620988592,12156
