,,open,high,low,close,volume
AAPL,2021-04-05 12:45:00,125.93000,125.93000,125.46010,125.56140,2157733
AAPL,2021-04-05 13:00:00,125.57000,125.80000,125.57000,125.63500,1693960
AAPL,2021-04-05 13:15:00,125.63180,125.79500,125.53000,125.65500,1821379
AAPL,2021-04-05 13:30:00,125.66000,125.72790,125.58000,125.65210,1348449
AAPL,2021-04-05 13:45:00,125.64000,126.08000,125.60000,126.05000,2461974
AAPL,2021-04-05 14:00:00,126.07000,126.16010,126.02000,126.05850,2207004
AAPL,2021-04-05 14:15:00,126.08000,126.09000,125.82000,125.88000,1751174
AAPL,2021-04-05 14:30:00,125.87500,126.11000,125.80000,125.84000,2082211
AAPL,2021-04-05 14:45:00,125.84850,125.91000,125.60000,125.63000,1593055
AAPL,2021-04-05 15:00:00,125.63500,125.70000,125.46500,125.62840,2353935
AAPL,2021-04-05 15:15:00,125.62500,125.81500,125.48500,125.54740,2312193
AAPL,2021-04-05 15:30:00,125.54500,125.64010,125.31010,125.61000,2972634
AAPL,2021-04-05 15:45:00,125.61000,126.00000,125.52000,125.90000,5873833
AAPL,2021-04-06 09:30:00,126.52000,126.61000,125.65000,126.11350,9439970
AAPL,2021-04-06 09:45:00,126.12000,126.58000,125.82000,126.57500,4258585
AAPL,2021-04-06 10:00:00,126.57000,126.95900,126.34000,126.41000,4451942
AAPL,2021-04-06 10:15:00,126.41810,126.55000,126.18000,126.36990,3766576
AAPL,2021-04-06 10:30:00,126.37000,126.39500,125.97900,126.28990,3348467
AAPL,2021-04-06 10:45:00,126.30000,126.66990,126.26000,126.56720,2528259
AAPL,2021-04-06 11:00:00,126.57500,126.99000,126.50000,126.99000,2607087
AAPL,2021-04-06 11:15:00,126.98000,127.13000,126.73000,126.86700,3294419
AAPL,2021-04-06 11:30:00,126.86000,126.95000,126.73000,126.93000,2055940
AAPL,2021-04-06 11:45:00,126.92820,126.94000,126.66000,126.92010,1879481
AAPL,2021-04-06 12:00:00,126.93000,126.94000,126.51500,126.56790,2051710
AAPL,2021-04-06 12:15:00,126.55500,126.66000,126.42000,126.46130,1680256
AAPL,2021-04-06 12:30:00,126.46000,126.63000,126.45000,126.58000,1547949
AAPL,2021-04-06 12:45:00,126.58000,126.65000,126.22000,126.23500,1756616
AAPL,2021-04-06 13:00:00,126.23500,126.29000,126.07010,126.23500,2033413
AAPL,2021-04-06 13:15:00,126.22000,126.25000,125.74910,125.88010,2601905
AAPL,2021-04-06 13:30:00,125.88500,126.13000,125.81000,126.09010,1846868
AAPL,2021-04-06 13:45:00,126.09000,126.21000,126.03000,126.18500,1230733
AAPL,2021-04-06 14:00:00,126.18500,126.38500,126.13500,126.30010,1711058
AAPL,2021-04-06 14:15:00,126.30880,126.45000,126.22000,126.42000,1391105
AAPL,2021-04-06 14:30:00,126.43010,126.57740,126.12000,126.52000,1814301
AAPL,2021-04-06 14:45:00,126.51000,126.60500,126.42000,126.55000,1275491
AAPL,2021-04-06 15:00:00,126.55000,126.60500,126.29500,126.46010,1938740
AAPL,2021-04-06 15:15:00,126.46010,126.68000,126.38000,126.46500,1912617
AAPL,2021-04-06 15:30:00,126.47000,126.51000,126.28010,126.34000,2089446
AAPL,2021-04-06 15:45:00,126.33000,126.40000,126.00000,126.23000,5418987
AAPL,2021-04-07 09:30:00,125.81000,126.10000,125.14000,125.71000,7823240
AAPL,2021-04-07 09:45:00,125.70050,126.21000,125.70000,126.12000,4031504
AAPL,2021-04-07 10:00:00,126.12000,126.84000,126.04000,126.69010,4105434
AAPL,2021-04-07 10:15:00,126.69990,127.24000,126.57000,127.13780,4181777
AAPL,2021-04-07 10:30:00,127.15000,127.22000,126.90000,127.08300,3210785
AAPL,2021-04-07 10:45:00,127.08000,127.18000,126.77000,126.89000,2063561
AAPL,2021-04-07 11:00:00,126.90000,127.47000,126.90000,127.32500,4106579
AAPL,2021-04-07 11:15:00,127.33000,127.45000,127.11000,127.22150,2449584
AAPL,2021-04-07 11:30:00,127.23000,127.23000,126.75000,126.94000,2461891
AAPL,2021-04-07 11:45:00,126.94000,127.32020,126.92500,127.31990,2399431
AAPL,2021-04-07 12:00:00,127.31000,127.48000,127.23500,127.42500,2483875
AAPL,2021-04-07 12:15:00,127.42700,127.43000,127.12000,127.15130,2458382
AAPL,2021-04-07 12:30:00,127.14000,127.35000,127.10500,127.24000,1792417
AAPL,2021-04-07 12:45:00,127.24000,127.24700,127.03000,127.09000,1624422
AAPL,2021-04-07 13:00:00,127.08640,127.25000,127.01000,127.07820,1882118
AAPL,2021-04-07 13:15:00,127.08500,127.09500,126.86000,127.05010,2006364
AAPL,2021-04-07 13:30:00,127.05000,127.22000,126.95000,127.19500,1804049
AAPL,2021-04-07 13:45:00,127.19790,127.30000,127.06000,127.24010,1249736
AAPL,2021-04-07 14:00:00,127.24990,127.64000,127.24000,127.63500,3075838
AAPL,2021-04-07 14:15:00,127.64000,127.78000,127.51500,127.73990,2759318
AAPL,2021-04-07 14:30:00,127.73000,127.75000,127.52000,127.59000,1628318
AAPL,2021-04-07 14:45:00,127.60000,127.73770,127.50000,127.58000,1851239
AAPL,2021-04-07 15:00:00,127.58000,127.80000,127.54000,127.60660,2957461
AAPL,2021-04-07 15:15:00,127.60000,127.70000,127.21000,127.33990,2885223
AAPL,2021-04-07 15:30:00,127.33000,127.59500,127.26930,127.48750,3018529
AAPL,2021-04-07 15:45:00,127.48000,127.92000,127.47000,127.91000,5634002
AAPL,2021-04-08 09:30:00,128.89999,129.67000,128.52000,129.31000,9552612
AAPL,2021-04-08 09:45:00,129.42000,130.00000,129.02010,129.97910,5885729
AAPL,2021-04-08 10:00:00,129.97090,130.07001,129.25000,129.33501,6680732
AAPL,2021-04-08 10:15:00,129.34000,129.63000,129.22000,129.33000,3419412
AAPL,2021-04-08 10:30:00,129.33000,129.62000,129.24001,129.46500,3113264
AAPL,2021-04-08 10:45:00,129.47000,129.47000,129.02000,129.24300,3207962
AAPL,2021-04-08 11:00:00,129.25000,129.35001,129.10500,129.23500,2178736
AAPL,2021-04-08 11:15:00,129.23500,129.55991,129.06010,129.50000,2395960
AAPL,2021-04-08 11:30:00,129.50500,129.64999,129.42000,129.45000,2176031
AAPL,2021-04-08 11:45:00,129.44000,129.66499,129.42000,129.58000,1473533
AAPL,2021-04-08 12:00:00,129.59000,129.66499,129.40500,129.65829,2056196
AAPL,2021-04-08 12:15:00,129.65910,129.82001,129.62000,129.73669,2371874
AAPL,2021-04-08 12:30:00,129.81000,129.85001,129.64000,129.79500,1778991
AAPL,2021-04-08 12:45:00,129.79500,129.89999,129.64999,129.81000,1916077
AAPL,2021-04-08 13:00:00,129.81500,130.14000,129.75500,129.92999,2852241
AAPL,2021-04-08 13:15:00,129.92500,130.05000,129.82001,130.03000,1964906
AAPL,2021-04-08 13:30:00,130.03999,130.27000,129.81160,129.86000,3056216
AAPL,2021-04-08 13:45:00,129.86000,129.96989,129.74159,129.94730,1999069
AAPL,2021-04-08 14:00:00,129.95000,130.12000,129.91499,130.04500,1640365
AAPL,2021-04-08 14:15:00,130.04601,130.30000,129.94000,130.19839,2390213
AAPL,2021-04-08 14:30:00,130.19009,130.39000,130.17999,130.29500,2254921
AAPL,2021-04-08 14:45:00,130.29500,130.32001,130.08501,130.27991,2672732
AAPL,2021-04-08 15:00:00,130.24001,130.32001,130.13000,130.20500,1896656
AAPL,2021-04-08 15:15:00,130.20930,130.32010,130.00999,130.02010,2177788
AAPL,2021-04-08 15:30:00,130.02991,130.22990,129.92000,130.21001,2958975
AAPL,2021-04-08 15:45:00,130.21500,130.37720,130.07840,130.37720,5817070
AAPL,2021-04-09 09:30:00,130.00000,130.25000,129.47000,130.23500,9353937
AAPL,2021-04-09 09:45:00,130.24500,131.02000,130.07001,130.86000,5508885
AAPL,2021-04-09 10:00:00,130.86000,131.17999,130.67999,131.03000,0
AAPL,2021-04-09 10:15:00,131.03999,131.39000,131.00000,131.02000,0
AAPL,2021-04-09 10:30:00,131.00999,131.39999,131.00000,131.09000,0
AAPL,2021-04-09 10:45:00,131.08000,131.14999,130.73000,130.78000,0
AAPL,2021-04-09 11:00:00,130.80000,130.96001,130.53999,130.86000,0
AAPL,2021-04-09 11:15:00,130.85001,131.20000,130.85001,130.98000,0
AAPL,2021-04-09 11:30:00,130.98000,131.42000,130.92000,131.33000,0
AAPL,2021-04-09 11:45:00,131.30000,131.53999,131.23000,131.44000,0
AAPL,2021-04-09 12:00:00,131.45000,131.55000,131.28999,131.35001,0
AAPL,2021-04-09 12:15:00,131.38000,131.49001,131.28999,131.42000,0
AAPL,2021-04-09 12:30:00,131.41000,131.62000,131.33000,131.59000,0
AAPL,2021-04-09 12:45:00,131.61000,131.81000,131.53000,131.78999,0
AAPL,2021-04-09 13:00:00,131.78999,132.10001,131.74001,132.02000,0
AAPL,2021-04-09 13:15:00,132.05000,132.30000,132.00000,132.07001,1370373
AAPL,2021-04-09 13:30:00,132.07001,132.50000,132.00999,132.46001,3260006
AAPL,2021-04-09 13:45:00,132.45500,132.62000,132.32500,132.39999,3454965
AAPL,2021-04-09 14:00:00,132.41000,132.49500,132.14000,132.25990,2815896
AAPL,2021-04-09 14:15:00,132.25999,132.36000,132.06000,132.07870,2504738
AAPL,2021-04-09 14:30:00,132.08000,132.33000,132.00999,132.15010,2508398
AAPL,2021-04-09 14:45:00,132.14999,132.39000,132.14999,132.27000,2138786
AAPL,2021-04-09 15:00:00,132.26500,132.26500,131.89999,132.21010,2842223
AAPL,2021-04-09 15:15:00,132.21021,132.56000,132.17000,132.52000,3361277
AAPL,2021-04-09 15:30:00,132.53000,132.78000,132.41000,132.55991,4152378
AAPL,2021-04-09 15:45:00,132.56000,133.00000,132.50040,132.99500,9049107
AAPL,2021-04-12 09:30:00,132.42000,132.85001,131.73000,132.07001,9276200
AAPL,2021-04-12 09:45:00,132.07500,132.38000,131.37000,131.64999,5714463
AAPL,2021-04-12 10:00:00,131.64000,132.02000,131.55000,131.68990,3483016
AAPL,2021-04-12 10:15:00,131.67999,132.23500,131.60001,131.88010,3146852
AAPL,2021-04-12 10:30:00,131.89000,131.92999,131.05000,131.15500,3864709
AAPL,2021-04-12 10:45:00,131.14999,131.47000,131.13000,131.17500,2525936
AAPL,2021-04-12 11:00:00,131.17999,131.42999,131.12000,131.25999,2054261
AAPL,2021-04-12 11:15:00,131.25500,131.39000,131.08000,131.20000,2285033
AAPL,2021-04-12 11:30:00,131.20990,131.25999,130.63000,130.93250,3413585
AAPL,2021-04-12 11:45:00,130.94000,131.00999,130.67500,130.98000,2205943
AAPL,2021-04-12 12:00:00,130.97900,131.19000,130.94000,131.04010,2270312
AAPL,2021-04-12 12:15:00,130.99870,131.30000,130.84000,131.27820,1899319
AAPL,2021-04-12 12:30:00,131.28000,131.47501,131.20000,131.45010,1784529
AAPL,2021-04-12 12:45:00,131.46001,131.86000,131.37000,131.85001,2130700
AAPL,2021-04-12 13:00:00,131.84990,132.27000,131.84000,132.17999,2846236
AAPL,2021-04-12 13:15:00,132.18010,132.21001,131.71001,131.78999,2029253
AAPL,2021-04-12 13:30:00,131.78999,131.86720,131.67000,131.73990,1779101
AAPL,2021-04-12 13:45:00,131.73990,131.94000,131.45000,131.50890,1784863
AAPL,2021-04-12 14:00:00,131.50000,131.83000,131.45000,131.75999,1902828
AAPL,2021-04-12 14:15:00,131.77000,131.80000,131.44009,131.53500,1760967
AAPL,2021-04-12 14:30:00,131.53000,131.60001,131.23000,131.23810,1699377
AAPL,2021-04-12 14:45:00,131.23990,131.28000,130.92500,131.01500,2165686
AAPL,2021-04-12 15:00:00,131.00999,131.27901,130.85001,131.17500,2546625
AAPL,2021-04-12 15:15:00,131.16270,131.50000,131.08000,131.31000,2294003
AAPL,2021-04-12 15:30:00,131.30930,131.41000,131.12500,131.39000,2872617
AAPL,2021-04-12 15:45:00,131.39000,131.53000,131.22000,131.26990,6012331
AAPL,2021-04-13 09:30:00,132.50000,133.55000,131.94000,133.27000,9932387
AAPL,2021-04-13 09:45:00,133.28000,133.69000,133.03999,133.12000,5098621
AAPL,2021-04-13 10:00:00,133.12000,133.24001,132.77000,133.08009,4005061
AAPL,2021-04-13 10:15:00,133.14999,133.34990,132.83000,133.31300,3232864
AAPL,2021-04-13 10:30:00,133.31940,133.64000,133.30000,133.49809,3275111
AAPL,2021-04-13 10:45:00,133.50000,133.55000,133.09000,133.15500,2698623
AAPL,2021-04-13 11:00:00,133.15500,133.43500,133.10001,133.11501,2650712
AAPL,2021-04-13 11:15:00,133.11749,133.23990,132.91499,133.01860,2057968
AAPL,2021-04-13 11:30:00,133.01100,133.18500,132.82001,133.02991,2210226
AAPL,2021-04-13 11:45:00,133.03000,133.12500,132.85001,133.05299,1675635
AAPL,2021-04-13 12:00:00,133.05499,134.03000,133.00999,134.00500,6089821
AAPL,2021-04-13 12:15:00,134.00301,134.33000,133.82001,134.08000,4878938
AAPL,2021-04-13 12:30:00,134.09000,134.34000,134.03999,134.15500,2569580
AAPL,2021-04-13 12:45:00,134.16000,134.66000,134.09000,134.13010,3945600
AAPL,2021-04-13 13:00:00,134.13499,134.42999,134.09500,134.33890,2316361
AAPL,2021-04-13 13:15:00,134.34000,134.42000,134.11301,134.12000,1456952
AAPL,2021-04-13 13:30:00,134.13000,134.52499,134.07561,134.45560,1777258
AAPL,2021-04-13 13:45:00,134.45000,134.49001,134.25000,134.27000,2025515
AAPL,2021-04-13 14:00:00,134.28000,134.28920,134.05000,134.22000,2129690
AAPL,2021-04-13 14:15:00,134.22501,134.30000,134.17000,134.27010,1533188
AAPL,2021-04-13 14:30:00,134.27499,134.55000,134.25270,134.45500,1924925
AAPL,2021-04-13 14:45:00,134.46001,134.52000,134.33501,134.36000,1730396
AAPL,2021-04-13 15:00:00,134.35500,134.53500,134.22000,134.45000,2309605
AAPL,2021-04-13 15:15:00,134.47000,134.60001,134.41000,134.58501,2550248
AAPL,2021-04-13 15:30:00,134.60001,134.60001,134.39000,134.50610,2774961
AAPL,2021-04-13 15:45:00,134.50000,134.64000,134.28999,134.42999,5003438
AAPL,2021-04-14 09:30:00,134.96001,135.00000,133.56000,134.30760,10335667
AAPL,2021-04-14 09:45:00,134.31000,134.31000,133.45000,134.02000,4492197
AAPL,2021-04-14 10:00:00,134.00999,134.03000,133.59000,133.71001,3225055
AAPL,2021-04-14 10:15:00,133.72000,133.95000,133.44510,133.57001,3414656
AAPL,2021-04-14 10:30:00,133.57001,133.87000,133.35001,133.45000,3040717
AAPL,2021-04-14 10:45:00,133.45500,133.83000,133.25000,133.28500,2871273
AAPL,2021-04-14 11:00:00,133.28999,133.48000,132.95000,133.15500,3465091
AAPL,2021-04-14 11:15:00,133.14999,133.16879,132.57001,132.89999,3228978
AAPL,2021-04-14 11:30:00,132.89999,133.24001,132.83000,133.23540,2204214
AAPL,2021-04-14 11:45:00,133.23500,133.34000,133.11000,133.33000,1907534
AAPL,2021-04-14 12:00:00,133.34000,133.34000,132.98100,133.16010,2013231
AAPL,2021-04-14 12:15:00,133.14999,133.39000,133.09000,133.25000,1787034
AAPL,2021-04-14 12:30:00,133.24001,133.57001,133.17000,133.51500,1540935
AAPL,2021-04-14 12:45:00,133.51109,133.62000,133.42500,133.52499,1313124
AAPL,2021-04-14 13:00:00,133.52991,133.58000,133.29500,133.50999,1226095
AAPL,2021-04-14 13:15:00,133.50011,133.50900,133.28000,133.28999,1102559
AAPL,2021-04-14 13:30:00,133.28000,133.30499,132.96001,133.06500,1617282
AAPL,2021-04-14 13:45:00,133.07001,133.17999,132.57001,132.67130,1585928
AAPL,2021-04-14 14:00:00,132.67000,132.67000,131.65500,132.25000,5087481
AAPL,2021-04-14 14:15:00,132.25011,132.96001,132.17000,132.80000,2874194
AAPL,2021-04-14 14:30:00,132.80000,132.88989,132.53999,132.72501,2477494
AAPL,2021-04-14 14:45:00,132.72000,132.78999,132.22000,132.29500,2426163
AAPL,2021-04-14 15:00:00,132.28000,132.42000,132.01030,132.40500,2596075
AAPL,2021-04-14 15:15:00,132.41000,132.64999,132.31000,132.58200,2328153
AAPL,2021-04-14 15:30:00,132.58000,132.63000,132.07001,132.22000,2668373
AAPL,2021-04-14 15:45:00,132.22000,132.30499,131.82001,132.14999,6668170
AAPL,2021-04-15 09:30:00,133.86000,134.56000,133.64000,134.30000,9462017
AAPL,2021-04-15 09:45:00,134.29111,134.95830,134.17999,134.35989,6480409
AAPL,2021-04-15 10:00:00,134.36000,134.81000,134.07500,134.77890,4537093
AAPL,2021-04-15 10:15:00,134.77000,134.94501,134.59000,134.93500,3661204
AAPL,2021-04-15 10:30:00,134.93179,135.00000,134.53500,134.72501,4008673
AAPL,2021-04-15 10:45:00,134.73000,134.75000,134.19501,134.30000,3042359
AAPL,2021-04-15 11:00:00,134.30000,134.69501,134.25500,134.47000,2343944
AAPL,2021-04-15 11:15:00,134.47000,134.53999,134.17000,134.21500,2049761
AAPL,2021-04-15 11:30:00,134.22000,134.32001,134.05000,134.20500,2498915
AAPL,2021-04-15 11:45:00,134.21001,134.44000,134.19501,134.31190,1790911
AAPL,2021-04-15 12:00:00,134.31000,134.35500,133.97000,133.98990,2256234
AAPL,2021-04-15 12:15:00,133.99001,134.02499,133.71060,133.77110,2993115
AAPL,2021-04-15 12:30:00,133.77190,134.35001,133.70000,134.33501,2761407
AAPL,2021-04-15 12:45:00,134.34000,134.58501,134.32001,134.57001,2422352
AAPL,2021-04-15 13:00:00,134.57500,134.67000,134.27000,134.34000,2372476
AAPL,2021-04-15 13:15:00,134.34500,134.66991,134.33000,134.64011,2764599
AAPL,2021-04-15 13:30:00,134.64500,134.75999,134.56000,134.70000,1678108
AAPL,2021-04-15 13:45:00,134.69991,134.73990,134.53500,134.58501,1285354
AAPL,2021-04-15 14:00:00,134.59000,134.67999,134.43170,134.43500,1297203
AAPL,2021-04-15 14:15:00,134.44000,134.55499,134.35001,134.50000,1675851
AAPL,2021-04-15 14:30:00,134.50000,134.59000,134.33009,134.36501,1664406
AAPL,2021-04-15 14:45:00,134.36501,134.39999,134.13010,134.26500,1881092
AAPL,2021-04-15 15:00:00,134.25000,134.34000,133.95010,134.05009,1959857
AAPL,2021-04-15 15:15:00,134.05499,134.17000,133.94000,134.09000,1873116
AAPL,2021-04-15 15:30:00,134.09500,134.35001,133.99001,134.34500,2843411
AAPL,2021-04-15 15:45:00,134.35001,134.50000,134.29500,134.45000,5181460
AAPL,2021-04-16 09:30:00,134.30000,134.53999,133.75000,134.02499,1775594
AAPL,2021-04-16 09:45:00,134.00000,134.05000,133.33000,133.42999,4922996
AAPL,2021-04-16 10:00:00,133.38000,134.41000,133.38000,134.31000,1105282
AAPL,2021-04-16 10:15:00,134.28999,134.56000,134.17000,134.20000,0
AAPL,2021-04-16 10:30:00,134.22000,134.34000,133.97000,134.32001,0
AAPL,2021-04-16 10:45:00,134.25000,134.41000,133.98000,133.98000,0
AAPL,2021-04-16 11:00:00,133.98000,134.09000,133.85001,133.88989,0
AAPL,2021-04-16 11:15:00,133.89999,134.05000,133.69000,133.75500,2314791
AAPL,2021-04-16 11:30:00,133.75999,133.94670,133.75999,133.83000,2000265
AAPL,2021-04-16 11:45:00,133.83501,133.86710,133.67000,133.83000,1942989
AAPL,2021-04-16 12:00:00,133.82500,133.98500,133.73010,133.92000,2441143
AAPL,2021-04-16 12:15:00,133.92000,134.12000,133.89000,134.03000,358881
AAPL,2021-04-16 12:30:00,134.02000,134.08000,133.85001,133.92000,460014
AAPL,2021-04-16 12:45:00,133.89999,133.94000,133.78000,133.78169,1262306
AAPL,2021-04-16 13:00:00,133.78500,133.91499,133.74001,133.74001,1211437
AAPL,2021-04-16 13:15:00,133.75000,133.78999,133.63010,133.64000,476637
AAPL,2021-04-16 13:30:00,133.64999,133.73000,133.57001,133.73000,1327660
AAPL,2021-04-16 13:45:00,133.75999,133.81000,133.53000,133.53000,267591
AAPL,2021-04-16 14:00:00,133.53000,133.94000,133.53000,133.91000,623545
AAPL,2021-04-16 14:15:00,133.89999,133.98000,133.77000,133.97411,665331
AAPL,2021-04-16 14:30:00,133.97000,134.05000,133.92999,133.99001,1980203
AAPL,2021-04-16 14:45:00,134.00000,134.12000,133.95000,133.99001,197085
AAPL,2021-04-16 15:00:00,133.99500,134.08501,133.88499,133.98000,1660580
AAPL,2021-04-16 15:15:00,133.98000,134.17999,133.95000,134.11000,580302
AAPL,2021-04-16 15:30:00,134.11000,134.12000,134.00000,134.00000,0
AAPL,2021-04-16 15:45:00,133.98000,134.14999,133.95000,134.08000,0
AAPL,2021-04-19 09:30:00,133.49350,135.27980,133.34000,135.21001,9973149
AAPL,2021-04-19 09:45:00,135.20500,135.32990,134.75999,135.22000,4536974
AAPL,2021-04-19 10:00:00,135.22000,135.42999,134.36501,134.62000,5483670
AAPL,2021-04-19 10:15:00,134.61130,134.89999,134.25999,134.81000,3302846
AAPL,2021-04-19 10:30:00,134.80200,135.22000,134.66100,134.68420,3309239
AAPL,2021-04-19 10:45:00,134.67000,134.83501,134.16000,134.80009,3981967
AAPL,2021-04-19 11:00:00,134.80000,135.07500,134.64500,135.05009,2987525
AAPL,2021-04-19 11:15:00,135.06000,135.09000,134.64999,134.94000,2327033
AAPL,2021-04-19 11:30:00,134.92999,134.94501,134.33009,134.34000,2829870
AAPL,2021-04-19 11:45:00,134.34000,134.59500,134.25000,134.38000,2431463
AAPL,2021-04-19 12:00:00,134.37000,134.39000,134.01500,134.23000,2676074
AAPL,2021-04-19 12:15:00,134.23000,134.53999,134.03841,134.17821,1903417
AAPL,2021-04-19 12:30:00,134.17090,134.20000,133.72000,133.89000,3564006
AAPL,2021-04-19 12:45:00,133.85001,134.12000,133.75110,134.04500,1806352
AAPL,2021-04-19 13:00:00,134.06000,134.50000,133.97000,134.49020,2014286
AAPL,2021-04-19 13:15:00,134.50000,134.53999,134.33000,134.39000,1604999
AAPL,2021-04-19 13:30:00,134.41000,134.67000,134.30000,134.53990,1404435
AAPL,2021-04-19 13:45:00,134.53000,134.62849,134.44000,134.55000,1169710
AAPL,2021-04-19 14:00:00,134.55000,134.64990,134.39101,134.45500,1536838
AAPL,2021-04-19 14:15:00,134.50000,134.82001,134.50000,134.75000,3103282
AAPL,2021-04-19 14:30:00,134.74001,134.75990,134.34000,134.44000,1835169
AAPL,2021-04-19 14:45:00,134.42999,134.58000,134.34000,134.57500,1616334
AAPL,2021-04-19 15:00:00,134.57500,134.60500,134.35159,134.42999,1812092
AAPL,2021-04-19 15:15:00,134.42500,134.49001,134.20000,134.28110,2053860
AAPL,2021-04-19 15:30:00,134.28500,134.49001,134.14990,134.43500,2482845
AAPL,2021-04-19 15:45:00,134.44000,134.94000,134.31000,134.87000,4760736
AAPL,2021-04-20 09:30:00,135.03500,135.42999,134.44000,134.63000,7857077
AAPL,2021-04-20 09:45:00,134.64000,135.53000,134.62000,135.21001,5624884
AAPL,2021-04-20 10:00:00,135.21500,135.43500,134.44501,134.52940,4427347
AAPL,2021-04-20 10:15:00,134.52000,134.74001,134.28000,134.39999,3118222
AAPL,2021-04-20 10:30:00,134.39000,134.45000,133.87990,133.91499,3633940
AAPL,2021-04-20 10:45:00,133.92000,133.94000,133.49001,133.67999,4159260
AAPL,2021-04-20 11:00:00,133.67500,133.80000,133.49500,133.62880,2472957
AAPL,2021-04-20 11:15:00,133.62000,133.66499,132.50999,132.81000,5243437
AAPL,2021-04-20 11:30:00,132.81000,132.90880,132.28130,132.89819,4018184
AAPL,2021-04-20 11:45:00,132.89980,133.35001,132.84000,133.15500,3212955
AAPL,2021-04-20 12:00:00,133.16000,133.46001,133.11000,133.39999,2072152
AAPL,2021-04-20 12:15:00,133.40500,133.74001,133.33000,133.62000,2230260
AAPL,2021-04-20 12:30:00,133.62010,133.66499,133.27000,133.31500,1712014
AAPL,2021-04-20 12:45:00,133.31500,133.59000,133.20000,133.55969,1848717
AAPL,2021-04-20 13:00:00,133.55000,133.82001,133.06000,133.10001,3387973
AAPL,2021-04-20 13:15:00,133.09500,133.20000,132.35989,132.38000,3424132
AAPL,2021-04-20 13:30:00,132.39999,132.89999,132.37000,132.84000,2599865
AAPL,2021-04-20 13:45:00,132.84000,133.23000,132.83000,133.16170,2504393
AAPL,2021-04-20 14:00:00,133.16991,133.16991,132.69000,132.96001,3290100
AAPL,2021-04-20 14:15:00,132.96001,132.97501,132.48500,132.52609,2090732
AAPL,2021-04-20 14:30:00,132.52000,132.57001,131.97000,132.11501,3129725
AAPL,2021-04-20 14:45:00,132.11501,132.35001,131.81149,131.98500,2497815
AAPL,2021-04-20 15:00:00,131.98990,132.52000,131.98990,132.45500,2693108
AAPL,2021-04-20 15:15:00,132.45000,132.67999,132.32001,132.64000,2458917
AAPL,2021-04-20 15:30:00,132.64999,132.92110,132.50999,132.92000,3052022
AAPL,2021-04-20 15:45:00,132.92990,133.20000,132.88000,133.12000,5758804
AAPL,2021-04-21 09:30:00,132.36411,133.05000,131.31000,131.62000,8274576
AAPL,2021-04-21 09:45:00,131.57500,132.66000,131.52000,132.62990,4654287
AAPL,2021-04-21 10:00:00,132.62000,132.66000,132.03000,132.10001,3362184
AAPL,2021-04-21 10:15:00,132.10001,132.61000,131.91010,132.52499,3062683
AAPL,2021-04-21 10:30:00,132.52000,132.52000,132.06000,132.21001,2547317
AAPL,2021-04-21 10:45:00,132.23000,132.31960,131.94000,132.17000,2462337
AAPL,2021-04-21 11:00:00,132.17000,132.85001,132.09000,132.79500,2419204
AAPL,2021-04-21 11:15:00,132.78999,133.30850,132.77180,133.26010,3487026
AAPL,2021-04-21 11:30:00,133.25500,133.44000,133.12000,133.25999,2562806
AAPL,2021-04-21 11:45:00,133.26990,133.50000,133.08000,133.43500,2055453
AAPL,2021-04-21 12:00:00,133.43140,133.43500,133.09000,133.19501,1710493
AAPL,2021-04-21 12:15:00,133.19000,133.27000,132.94000,132.99500,2227850
AAPL,2021-04-21 12:30:00,132.99690,133.08000,132.86000,133.02000,1801203
AAPL,2021-04-21 12:45:00,133.02499,133.03000,132.75000,132.83910,1481204
AAPL,2021-04-21 13:00:00,132.84200,133.16000,132.82001,133.11000,1679360
AAPL,2021-04-21 13:15:00,133.12000,133.25999,133.08000,133.09000,1246734
AAPL,2021-04-21 13:30:00,133.09000,133.25000,133.09000,133.12830,1047837
AAPL,2021-04-21 13:45:00,133.12000,133.13989,133.00999,133.05600,1132009
AAPL,2021-04-21 14:00:00,133.06000,133.39999,133.06000,133.36819,1540086
AAPL,2021-04-21 14:15:00,133.36180,133.42999,133.05000,133.14000,1535822
AAPL,2021-04-21 14:30:00,133.14000,133.25000,133.08000,133.09720,1313836
AAPL,2021-04-21 14:45:00,133.10001,133.22000,133.06000,133.21001,1060721
AAPL,2021-04-21 15:00:00,133.20500,133.35010,133.09000,133.31000,1172789
AAPL,2021-04-21 15:15:00,133.31000,133.46001,133.24001,133.39070,1507640
AAPL,2021-04-21 15:30:00,133.39000,133.67999,133.39000,133.64999,2721425
AAPL,2021-04-21 15:45:00,133.64999,133.75000,133.42999,133.50000,4169534
AAPL,2021-04-22 09:30:00,132.94000,133.25999,132.60001,132.84000,6256317
AAPL,2021-04-22 09:45:00,132.84500,133.08890,132.61000,132.96001,3131007
AAPL,2021-04-22 10:00:00,132.95990,133.24500,132.61000,133.18820,3308500
AAPL,2021-04-22 10:15:00,133.18010,133.68990,132.88071,133.64999,3220893
AAPL,2021-04-22 10:30:00,133.69000,134.14999,133.63000,133.85001,3812406
AAPL,2021-04-22 10:45:00,133.84500,134.14999,133.80000,133.96500,2298390
AAPL,2021-04-22 11:00:00,133.97000,134.11000,133.77000,133.81000,1977873
AAPL,2021-04-22 11:15:00,133.83000,133.97980,133.62000,133.70180,1908684
AAPL,2021-04-22 11:30:00,133.70500,134.00999,133.62500,133.93420,1680870
