,open,high,low,close
2021-07-21 12:00:00,1956.65002,2007.76001,1949.68994,1971.63000
2021-07-21 14:00:00,1971.00000,2032.09998,1937.21997,1937.21997
2021-07-21 16:00:00,1939.18994,1959.60999,1933.56006,1950.18994
2021-07-21 18:00:00,1950.35999,1994.43005,1950.35999,1994.43005
2021-07-21 20:00:00,1995.64001,2021.93005,1978.00000,1981.62000
2021-07-21 22:00:00,1978.82996,1988.02002,1963.15002,1975.97998
2021-07-22 00:00:00,1974.42004,2002.06995,1966.70996,1968.67004
2021-07-22 02:00:00,1964.31006,2010.56995,1964.31006,1992.18005
2021-07-22 04:00:00,1989.58997,2015.94995,1970.01001,1981.00000
2021-07-22 06:00:00,1983.78003,1992.02002,1972.93994,1983.98999
2021-07-22 08:00:00,1981.50000,2009.60999,1952.15002,1990.50000
2021-07-22 10:00:00,1993.54004,2035.68005,1978.60999,2031.82996
2021-07-22 12:00:00,2030.64001,2042.85999,2015.50000,2033.00000
2021-07-22 14:00:00,2034.02002,2036.01001,2018.52002,2027.96997
2021-07-22 16:00:00,2027.51001,2029.09998,2007.68005,2010.38000
2021-07-22 18:00:00,2009.81995,2026.84998,1991.80005,2024.56995
2021-07-22 20:00:00,2025.31995,2068.98999,2014.80005,2068.98999
2021-07-22 22:00:00,2065.51001,2072.03003,2054.46997,2059.19995
2021-07-23 00:00:00,2059.73999,2090.91992,2056.06006,2074.00000
2021-07-23 02:00:00,2074.57007,2080.61011,2056.09009,2061.93994
2021-07-23 04:00:00,2064.21997,2064.85010,2042.63000,2052.19995
2021-07-23 06:00:00,2049.78003,2070.01001,2045.21997,2055.92993
2021-07-23 08:00:00,2053.42993,2077.70996,2048.44995,2075.59009
2021-07-23 10:00:00,2072.87988,2075.65991,2047.85999,2047.85999
2021-07-23 12:00:00,2049.77002,2049.77002,2000.27002,2014.81006
2021-07-23 14:00:00,2012.08997,2024.09998,2009.17004,2023.29004
2021-07-23 16:00:00,2021.43005,2056.30005,2016.29004,2054.28003
2021-07-23 18:00:00,2055.47998,2129.42993,2053.43994,2123.92993
2021-07-23 20:00:00,2129.61011,2129.61011,2106.71997,2121.94995
2021-07-23 22:00:00,2123.37012,2138.20996,2112.18994,2136.73999
2021-07-24 00:00:00,2139.93994,2143.31006,2124.93994,2133.30005
2021-07-24 02:00:00,2133.41992,2143.73999,2125.96997,2134.12988
2021-07-24 04:00:00,2132.63989,2142.11011,2116.19995,2140.98999
2021-07-24 06:00:00,2141.88989,2161.06006,2131.51001,2153.93994
2021-07-24 08:00:00,2151.41992,2152.32007,2147.03003,2151.60010
2021-07-25 02:00:00,2176.00000,2176.00000,2176.00000,2176.00000
2021-07-25 04:00:00,2177.78003,2178.12988,2160.43994,2172.56006
2021-07-25 06:00:00,2173.93994,2182.42993,2153.51001,2159.78003
2021-07-25 08:00:00,2158.16992,2158.16992,2121.06006,2131.66992
2021-07-25 10:00:00,2129.67993,2144.23999,2108.47998,2137.37988
2021-07-25 12:00:00,2136.55005,2151.92993,2121.96997,2149.44995
2021-07-25 14:00:00,2153.26001,2164.47998,2148.17993,2152.68994
2021-07-25 16:00:00,2152.02002,2170.80005,2145.77002,2161.09009
2021-07-25 18:00:00,2159.78003,2195.33008,2154.50000,2189.62012
2021-07-25 20:00:00,2190.33008,2334.88989,2173.59009,2310.78003
2021-07-25 22:00:00,2317.70996,2318.79004,2288.31006,2318.36011
2021-07-26 00:00:00,2316.86011,2348.09009,2310.12012,2348.01001
2021-07-26 02:00:00,2348.27002,2389.48999,2312.38989,2325.05005
2021-07-26 04:00:00,2327.64990,2346.15991,2303.90991,2343.57007
2021-07-26 06:00:00,2343.27002,2357.07007,2336.12012,2341.75000
2021-07-26 08:00:00,2343.82007,2356.90991,2310.65991,2335.19995
2021-07-26 10:00:00,2334.72998,2350.38989,2325.18994,2343.07007
2021-07-26 12:00:00,2343.67993,2379.60010,2337.43994,2361.08008
2021-07-26 14:00:00,2359.61011,2430.00000,2355.48999,2369.69995
2021-07-26 16:00:00,2356.35010,2364.65991,2205.98999,2234.65991
2021-07-26 18:00:00,2232.66992,2257.77002,2218.98999,2228.10010
2021-07-26 20:00:00,2228.75000,2240.30005,2161.00000,2161.94995
2021-07-26 22:00:00,2159.59009,2185.51001,2152.79004,2172.38989
2021-07-27 00:00:00,2172.71997,2203.83008,2167.18994,2201.07007
2021-07-27 02:00:00,2201.11011,2210.02002,2185.13989,2202.78003
2021-07-27 04:00:00,2200.33008,2239.29004,2194.11011,2235.02002
2021-07-27 06:00:00,2232.15991,2277.79004,2227.07007,2277.79004
2021-07-27 08:00:00,2277.08008,2319.03003,2263.73999,2299.09009
2021-07-27 10:00:00,2301.45996,2305.00000,2245.78003,2278.62988
2021-07-27 12:00:00,2276.36011,2282.68994,2216.95996,2227.37988
2021-07-27 14:00:00,2230.34009,2245.32007,2204.91992,2228.23999
2021-07-27 16:00:00,2230.22998,2271.54004,2230.22998,2262.86011
2021-07-27 18:00:00,2265.80005,2309.08008,2250.12988,2299.86011
2021-07-27 20:00:00,2299.23999,2309.33008,2266.46997,2309.33008
2021-07-27 22:00:00,2307.65991,2333.23999,2278.59009,2288.54004
2021-07-28 00:00:00,2290.19995,2303.87012,2279.90991,2297.03003
2021-07-28 02:00:00,2294.46997,2300.57007,2245.00000,2294.00000
2021-07-28 04:00:00,2296.01001,2314.63989,2277.10010,2303.43994
2021-07-28 06:00:00,2303.76001,2343.26001,2295.66992,2330.44995
2021-07-28 08:00:00,2331.56006,2331.56006,2270.80005,2281.19995
2021-07-28 10:00:00,2282.83008,2300.82007,2270.10010,2291.26001
2021-07-28 12:00:00,2292.71997,2325.62012,2260.93994,2262.23999
2021-07-28 14:00:00,2256.02002,2327.40991,2256.02002,2309.34009
2021-07-28 16:00:00,2308.55005,2310.00000,2288.36011,2303.73999
2021-07-28 18:00:00,2304.71997,2312.78003,2283.01001,2299.07007
2021-07-28 20:00:00,2296.52002,2304.34009,2270.60010,2284.08008
2021-07-28 22:00:00,2281.46997,2296.31006,2274.27002,2278.62012
2021-07-29 00:00:00,2277.69995,2304.50000,2273.12012,2301.04004
2021-07-29 02:00:00,2301.00000,2304.90991,2291.39990,2291.67993
2021-07-29 04:00:00,2294.26001,2328.03003,2287.37988,2318.31006
2021-07-29 06:00:00,2318.38989,2323.38989,2286.17993,2293.39990
2021-07-29 08:00:00,2291.19995,2319.23999,2283.95996,2318.54004
2021-07-29 10:00:00,2318.00000,2332.42993,2301.33008,2323.27002
2021-07-29 12:00:00,2323.29004,2337.79004,2318.77002,2323.93994
2021-07-29 14:00:00,2327.30005,2328.46997,2302.40991,2311.62012
2021-07-29 16:00:00,2310.67993,2317.52002,2305.21997,2312.76001
2021-07-29 18:00:00,2311.01001,2399.55005,2311.01001,2380.48999
2021-07-29 20:00:00,2383.14990,2442.34009,2366.98999,2433.62988
2021-07-29 22:00:00,2438.00000,2447.68994,2418.56006,2423.59009
2021-07-30 00:00:00,2424.87012,2428.98999,2400.82007,2404.40991
2021-07-30 02:00:00,2402.60010,2412.90991,2387.55005,2404.01001
2021-07-30 04:00:00,2404.93994,2404.93994,2317.52002,2348.13989
2021-07-30 06:00:00,2345.01001,2358.88989,2331.17993,2334.85010
2021-07-30 08:00:00,2335.82007,2347.12988,2323.39990,2338.87988
2021-07-30 10:00:00,2339.26001,2357.21997,2331.65991,2345.01001
2021-07-30 12:00:00,2346.46997,2354.91992,2334.40991,2352.12012
2021-07-30 14:00:00,2352.06006,2378.46997,2340.81006,2378.46997
2021-07-30 16:00:00,2374.66992,2464.42993,2374.66992,2441.19995
2021-07-30 18:00:00,2444.48999,2467.51001,2415.06006,2461.12988
2021-07-30 20:00:00,2463.87012,2467.75000,2443.05005,2460.75000
2021-07-30 22:00:00,2460.60010,2480.37988,2453.29004,2463.18994
2021-07-31 00:00:00,2464.98999,2466.64990,2421.95996,2436.53003
2021-07-31 02:00:00,2436.59009,2446.90991,2424.51001,2442.61011
2021-07-31 04:00:00,2441.28003,2467.71997,2439.84009,2458.50000
2021-07-31 06:00:00,2457.81006,2477.00000,2445.76001,2458.87012
2021-07-31 08:00:00,2455.57007,2467.53003,2444.12988,2446.43994
2021-07-31 10:00:00,2444.32007,2458.34009,2433.93994,2458.34009
2021-07-31 12:00:00,2461.69995,2465.69995,2435.51001,2439.04004
2021-07-31 14:00:00,2437.01001,2465.90991,2436.70996,2456.78003
2021-07-31 16:00:00,2455.01001,2536.90991,2445.03003,2536.90991
2021-07-31 18:00:00,2537.27002,2551.83008,2517.50000,2532.18994
2021-07-31 20:00:00,2531.30005,2576.45996,2513.50000,2565.98999
2021-07-31 22:00:00,2566.98999,2618.42993,2562.29004,2616.53003
2021-08-01 00:00:00,2613.39990,2636.62012,2593.57007,2605.73999
2021-08-01 02:00:00,2600.28003,2612.00000,2583.03003,2585.03003
2021-08-01 04:00:00,2587.68994,2610.48999,2583.77002,2609.60010
2021-08-01 06:00:00,2610.01001,2610.01001,2561.85010,2586.32007
2021-08-01 08:00:00,2586.60010,2607.46997,2578.76001,2585.82007
