dd_max,dd_maxlength,roi_monthly_average,roi_monthly_max,roi_monthly_min,sharpe,strategy,ticker,timeframe,total_return
45.187215297131175,630.0,4.058013149921185,54.75812016613922,-14.820251505710308,0.3250184821831763,SimpleStrategy,TSLA,1D,794.707891639509
60.45870170469415,566.0,5.096539624167961,55.39624764098794,-25.179251965806415,0.34558153133283004,BuyAndHold_1,TSLA,1D,1467.60081
