date,order,price,cost,commission,gross,net,comission
2019-07-10,BUY,50.5675,95004.69692475031,,,,0.0
2019-08-02,SELL,50.7375,95004.69692475031,,,,0.0
2019-08-02,CLOSE,,,,319.3908830218429,319.3908830218429,
2019-08-13,BUY,52.005,95291.96907838157,,,,0.0
2019-08-16,SELL,51.0775,95291.96907838157,,,,0.0
2019-08-16,CLOSE,,,,-1699.5154565945409,-1699.5154565945409,
2019-08-16,BUY,51.55,93684.88346415304,,,,0.0
2019-08-23,SELL,50.6475,93684.88346415304,,,,0.0
2019-08-23,CLOSE,,,,-1640.1669704441856,-1640.1669704441856,
2019-08-29,BUY,52.08562,92131.8197222169,,,,0.0
2019-09-03,SELL,51.20018000000001,92131.8197222169,,,,0.0
2019-09-03,CLOSE,,,,-1566.2134472977248,-1566.2134472977248,
2019-09-04,BUY,52.34125,90644.98501800126,,,,0.0
2019-09-20,SELL,54.692499999999995,90644.98501800126,,,,0.0
2019-09-20,CLOSE,,,,4071.9130900308164,4071.9130900308164,
2019-09-21,BUY,55.7275,94511.1376937804,,,,0.0
2019-09-22,SELL,54.6325,94511.1376937804,,,,0.0
2019-09-22,CLOSE,,,,-1857.0669018830818,-1857.0669018830818,
2019-09-29,BUY,55.045,92742.71200546248,,,,0.0
2019-09-29,SELL,54.6475,92742.71200546248,,,,0.0
2019-09-29,CLOSE,,,,-669.7289131105716,-669.7289131105716,
2019-10-06,BUY,56.41,94125.51157970291,,,,0.0
2019-11-21,SELL,65.615,94125.51157970291,,,,0.0
2019-11-21,CLOSE,,,,15359.428010834341,15359.428010834341,
2019-11-25,BUY,66.325,106702.13827982904,,,,0.0
2019-11-25,SELL,66.275,106702.13827982904,,,,0.0
2019-11-25,CLOSE,,,,-80.43885283062419,-80.43885283062419,
2019-11-25,BUY,66.3085,106619.25750127985,,,,0.0
2019-12-03,SELL,64.2525,106619.25750127985,,,,0.0
2019-12-03,CLOSE,,,,-3305.8988428728003,-3305.8988428728003,
2019-12-06,BUY,66.8875,104252.74184353898,,,,0.0
2020-01-27,SELL,77.79002,104252.74184353898,,,,0.0
2020-01-27,CLOSE,,,,16992.97481598236,16992.97481598236,
2020-01-28,BUY,79.58002,119627.8723128795,,,,0.0
2020-01-29,SELL,81.15,119627.8723128795,,,,0.0
2020-01-29,CLOSE,,,,2360.0567953334853,2360.0567953334853,
2020-01-29,BUY,81.345,121866.75213263975,,,,0.0
2020-01-31,SELL,78.055,121866.75213263975,,,,0.0
2020-01-31,CLOSE,,,,-4928.902999771145,-4928.902999771145,
2020-02-04,BUY,79.37,117199.77882389427,,,,0.0
2020-02-04,SELL,79.58875,117199.77882389427,,,,0.0
2020-02-04,CLOSE,,,,323.01186364781245,323.01186364781245,
2020-02-04,BUY,79.71745,117494.82722579675,,,,0.0
2020-02-05,SELL,81.1,117494.82722579675,,,,0.0
2020-02-05,CLOSE,,,,2037.7279175516112,2037.7279175516112,
2020-02-05,BUY,80.1925,119427.0490906227,,,,0.0
2020-02-18,SELL,79.2725,119427.0490906227,,,,0.0
2020-02-18,CLOSE,,,,-1370.1142271830047,-1370.1142271830047,
2020-02-19,BUY,80.8975,118138.2610825555,,,,0.0
2020-02-19,SELL,81.0875,118138.2610825555,,,,0.0
2020-02-19,CLOSE,,,,277.4655533939486,277.4655533939486,
2020-02-19,BUY,81.0,118396.38041119007,,,,0.0
2020-02-20,SELL,80.0525,118396.38041119007,,,,0.0
2020-02-20,CLOSE,,,,-1384.9453140691753,-1384.9453140691753,
2020-03-04,BUY,73.81,117069.17701649468,,,,0.0
2020-03-06,SELL,71.3075,117069.17701649468,,,,0.0
2020-03-06,CLOSE,,,,-3969.185956967588,-3969.185956967588,
2020-03-25,BUY,63.8675,113337.35647135023,,,,0.0
2020-04-01,SELL,60.85,113337.35647135023,,,,0.0
2020-04-01,CLOSE,,,,-5354.765305551323,-5354.765305551323,
2020-04-06,BUY,63.3275,108206.45935100311,,,,0.0
2020-04-06,SELL,63.41,108206.45935100311,,,,0.0
2020-04-06,CLOSE,,,,140.9661347196293,140.9661347196293,
2020-04-06,BUY,63.935,108353.19228214308,,,,0.0
2020-04-21,SELL,66.81003,108353.19228214308,,,,0.0
2020-04-21,CLOSE,,,,4872.4279097040635,4872.4279097040635,
2020-04-23,BUY,69.6375,112977.94286590544,,,,0.0
2020-04-23,SELL,69.92125,112977.94286590544,,,,0.0
2020-04-23,CLOSE,,,,460.34810681314536,460.34810681314536,
2020-04-24,BUY,69.3605,113416.0591621488,,,,0.0
2020-05-15,SELL,76.01,113416.0591621488,,,,0.0
2020-05-15,CLOSE,,,,10873.048570853854,10873.048570853854,
2020-05-18,BUY,78.06,123819.5816574738,,,,0.0
2020-07-23,SELL,94.55,123819.5816574738,,,,0.0
2020-07-23,CLOSE,,,,26156.60903832619,26156.60903832619,
2020-07-30,BUY,95.6375,148580.3837891815,,,,0.0
2020-09-03,SELL,120.81999999999998,148580.3837891815,,,,0.0
2020-09-03,CLOSE,,,,39122.99584128675,39122.99584128675,
2020-09-25,BUY,112.01,185780.93637848113,,,,0.0
2020-10-19,SELL,118.7,185780.93637848113,,,,0.0
