date,order,price,cost,commission,gross,net,comission
2021-07-14,BUY,282.16,94993.27007559963,,,,0.0
2021-07-14,SELL,282.41,94993.27007559963,,,,0.0
2021-07-14,CLOSE,,,,84.1661380737876,84.1661380737876,
2021-07-14,BUY,282.57999,95090.38284413904,,,,0.0
2021-07-14,SELL,282.78,95090.38284413904,,,,0.0
2021-07-14,CLOSE,,,,67.3049336318993,67.3049336318993,
2021-07-14,BUY,282.78,95137.17217661177,,,,0.0
2021-07-14,SELL,282.67529,95137.17217661177,,,,0.0
2021-07-14,CLOSE,,,,-35.22813953818763,-35.22813953818763,
2021-07-14,BUY,282.45001,95112.11448375555,,,,0.0
2021-07-14,SELL,282.35809,95112.11448375555,,,,0.0
2021-07-14,CLOSE,,,,-30.953107643183763,-30.953107643183763,
2021-07-14,BUY,282.28,95081.05564821593,,,,0.0
2021-07-14,SELL,282.28,95081.05564821593,,,,0.0
2021-07-14,CLOSE,,,,0.0,0.0,
2021-07-14,BUY,282.32999,95077.68803325281,,,,0.0
2021-07-14,SELL,282.37,95077.68803325281,,,,0.0
2021-07-14,CLOSE,,,,13.473801696412025,13.473801696412025,
2021-07-14,BUY,282.36499,95088.77070193946,,,,0.0
2021-07-14,SELL,282.87,95088.77070193946,,,,0.0
2021-07-14,CLOSE,,,,170.06633893312704,170.06633893312704,
2021-07-14,BUY,283.01501,95257.07136476373,,,,0.0
2021-07-14,SELL,283.01999,95257.07136476373,,,,0.0
2021-07-14,CLOSE,,,,1.6761662761119471,1.6761662761119471,
2021-07-14,BUY,283.02499,95251.9258509981,,,,0.0
2021-07-14,SELL,282.82181,95251.9258509981,,,,0.0
2021-07-14,CLOSE,,,,-68.3801324201209,-68.3801324201209,
2021-07-14,BUY,283.02499,95190.3346762042,,,,0.0
2021-07-14,SELL,283.04001,95190.3346762042,,,,0.0
2021-07-14,CLOSE,,,,5.051705246366736,5.051705246366736,
2021-07-14,BUY,283.30499,95195.13537665772,,,,0.0
2021-07-14,SELL,283.17999,95195.13537665772,,,,0.0
2021-07-14,CLOSE,,,,-42.00205553062167,-42.00205553062167,
2021-07-14,BUY,283.24841,95159.74563789045,,,,0.0
2021-07-14,SELL,282.67999,95159.74563789045,,,,0.0
2021-07-14,CLOSE,,,,-190.96560017932669,-190.96560017932669,
2021-07-15,BUY,281.94,94972.12765494412,,,,0.0
2021-07-15,SELL,281.29001,94972.12765494412,,,,0.0
2021-07-15,CLOSE,,,,-218.95060386762208,-218.95060386762208,
2021-07-15,BUY,281.42999,94774.22829524586,,,,0.0
2021-07-15,SELL,281.01999,94774.22829524586,,,,0.0
2021-07-15,CLOSE,,,,-138.07140312604136,-138.07140312604136,
2021-07-15,BUY,281.10999,94653.16088194521,,,,0.0
2021-07-15,SELL,280.92001,94653.16088194521,,,,0.0
2021-07-15,CLOSE,,,,-63.96858220638525,-63.96858220638525,
2021-07-15,BUY,280.56,94551.96767608046,,,,0.0
2021-07-15,SELL,280.42999,94551.96767608046,,,,0.0
